Layers: 2
"Nodes: [8, 16]"
LDA dim: 9
Activation function: relu
Training accuracy,Test accuracy
0.7448999881744385,0.8144999742507935
0.8330000042915344,0.820900022983551
0.8383166790008545,0.8230000138282776
0.839983344078064,0.8251000046730042
0.8435333371162415,0.8253999948501587
0.843500018119812,0.8260999917984009
0.8436499834060669,0.8273000121116638
0.8439333438873291,0.8284000158309937
0.8440333604812622,0.8252000212669373
0.8444499969482422,0.828000009059906
0.8450333476066589,0.8274000287055969
0.8452666401863098,0.8281000256538391
0.8452333211898804,0.8263999819755554
0.8460166454315186,0.8266000151634216
0.84579998254776,0.8287000060081482
0.8459333181381226,0.8281999826431274
0.8459166884422302,0.8259999752044678
0.8462499976158142,0.8278999924659729
0.8462499976158142,0.8277000188827515
0.8463333249092102,0.828499972820282
0.8467666506767273,0.828499972820282
0.8478166460990906,0.8288000226020813
0.8475000262260437,0.828499972820282
0.8476666808128357,0.8274000287055969
0.8475000262260437,0.8273000121116638
0.8477333188056946,0.8300999999046326
0.8485000133514404,0.8306000232696533
0.8484333157539368,0.8295000195503235
0.8482333421707153,0.8295999765396118
0.8478500247001648,0.8313999772071838
0.848466694355011,0.8289999961853027
0.847766637802124,0.8292999863624573
0.8487333059310913,0.83160001039505
0.848716676235199,0.8289999961853027
0.8495500087738037,0.8291000127792358
0.8485000133514404,0.829200029373169
0.8491500020027161,0.8292999863624573
0.8486833572387695,0.8309999704360962
0.8483333587646484,0.8302000164985657
0.848716676235199,0.8309000134468079
0.8488666415214539,0.8305000066757202
0.8476166725158691,0.8303999900817871
0.8482000231742859,0.8305000066757202
0.848466694355011,0.8288000226020813
0.8487833142280579,0.830299973487854
0.8490166664123535,0.8306999802589417
0.849133312702179,0.8306999802589417
0.8489333391189575,0.8307999968528748
0.8495000004768372,0.8296999931335449
0.8485999703407288,0.8288999795913696
