CNN layers: 3
"Kernels: [14, 28, 56]"
NN: 9
"Kernel dim: [2, 2]"
"Pool dim: [2, 2]"
Activation function: relu
Training accuracy,Test accuracy
0.7682333588600159,0.8245806694030762
0.8443499803543091,0.8417531847953796
0.8601333498954773,0.8541333675384521
0.869350016117096,0.846345841884613
0.878250002861023,0.8689097166061401
0.884066641330719,0.872404158115387
0.8896666765213013,0.8728035092353821
0.8939666748046875,0.86930912733078
0.8980166912078857,0.8746006488800049
0.9017999768257141,0.8804911971092224
0.9033499956130981,0.8801916837692261
0.9076499938964844,0.8815894722938538
0.9100000262260437,0.886681318283081
0.9136000275611877,0.8853833675384521
0.9147833585739136,0.8842851519584656
0.9183666706085205,0.8838858008384705
0.9209333062171936,0.8885782957077026
0.9212499856948853,0.8837859630584717
0.9233333468437195,0.887180507183075
0.9259833097457886,0.8881788849830627
0.926716685295105,0.8826876878738403
0.9280999898910522,0.8909744620323181
0.9303333163261414,0.8905750513076782
0.9320666790008545,0.8770966529846191
0.9326833486557007,0.8872803449630737
0.9335500001907349,0.8868809938430786
0.9366499781608582,0.8905750513076782
0.9371833205223083,0.8889776468276978
0.9386833310127258,0.8879792094230652
0.940933346748352,0.8788937926292419
