CNN layers: 2
"Kernels: [28, 112]"
NN: 4
"Kernel dim: [2, 2]"
"Pool dim: [2, 2]"
Activation function: relu
Training accuracy,Test accuracy
0.8398833274841309,0.867611825466156
0.8898500204086304,0.8824880123138428
0.9052500128746033,0.8982627987861633
0.9172666668891907,0.903654158115387
0.9271500110626221,0.9049520492553711
0.9362833499908447,0.9128394722938538
0.9431166648864746,0.9107428193092346
0.9485333561897278,0.9132388234138489
0.9545000195503235,0.9142372012138367
0.9584500193595886,0.9123402833938599
0.9635166525840759,0.9135383367538452
0.96670001745224,0.9124401211738586
0.9697999954223633,0.9104433059692383
0.9733333587646484,0.9160343408584595
0.9749666452407837,0.9141373634338379
0.9779000282287598,0.9114416837692261
0.9791833162307739,0.9164336919784546
0.980733335018158,0.9156349897384644
0.9819833040237427,0.9147364497184753
0.9822999835014343,0.9158346652984619
0.9836166501045227,0.9125399589538574
0.9843999743461609,0.9101437926292419
0.9852166771888733,0.9135383367538452
0.9850999712944031,0.9093450307846069
0.9855666756629944,0.9089456796646118
0.9855833053588867,0.9131389856338501
0.9868999719619751,0.9089456796646118
0.9861666560173035,0.9117411971092224
0.9876166582107544,0.9130391478538513
0.9869333505630493,0.9131389856338501
