Layers: 2
"Nodes: [64, 32]"
PCA dim: 9
Activation function: relu
Training accuracy,Test accuracy
0.7558833360671997,0.7839999794960022
0.7961333394050598,0.7892000079154968
0.8042500019073486,0.7990000247955322
0.8088333606719971,0.8047999739646912
0.8128833174705505,0.8046000003814697
0.8154500126838684,0.8069999814033508
0.8182666897773743,0.8079000115394592
0.8205666542053223,0.8083000183105469
0.821399986743927,0.8172000050544739
0.8225333094596863,0.8138999938964844
0.8236666917800903,0.8133000135421753
0.8252999782562256,0.817300021648407
0.8259666562080383,0.8144000172615051
0.8274666666984558,0.8116000294685364
0.8284666538238525,0.8183000087738037
0.8281000256538391,0.8115000128746033
0.8292166590690613,0.8134999871253967
0.8298333287239075,0.8163999915122986
0.830216646194458,0.8156999945640564
0.8308833241462708,0.8169999718666077
0.8309666514396667,0.8152999877929688
0.8314999938011169,0.8131999969482422
0.8322333097457886,0.8169999718666077
0.8316166400909424,0.817300021648407
0.8335666656494141,0.8191999793052673
0.8338333368301392,0.8187000155448914
0.832966685295105,0.8166000247001648
0.8332666754722595,0.8177000284194946
0.8342333436012268,0.8179000020027161
0.835183322429657,0.8195000290870667
0.8352000117301941,0.8163999915122986
0.8353666663169861,0.8162999749183655
0.8358333110809326,0.8192999958992004
0.8360666632652283,0.8174999952316284
0.8356166481971741,0.8185999989509583
0.8360833525657654,0.8169999718666077
0.8367833495140076,0.820900022983551
0.8370500206947327,0.8206999897956848
0.8363333344459534,0.8097000122070312
0.8375333547592163,0.8167999982833862
0.838616669178009,0.8166000247001648
0.8385499715805054,0.817799985408783
0.8389833569526672,0.8198999762535095
0.8392500281333923,0.8169000148773193
0.8384333252906799,0.8172000050544739
0.8390833139419556,0.8185999989509583
0.840749979019165,0.8179000020027161
0.8394833207130432,0.8198999762535095
0.8402666449546814,0.8159000277519226
0.8406999707221985,0.8151000142097473
