Layers: 2
"Nodes: [64, 32]"
PCA theta dim: 40
Activation function: relu
Training accuracy,Test accuracy
0.8127833604812622,0.843500018119812
0.8612833619117737,0.8547000288963318
0.8697666525840759,0.859499990940094
0.8757500052452087,0.8640999794006348
0.8796666860580444,0.8658000230789185
0.8831333518028259,0.8679999709129333
0.8853499889373779,0.8705000281333923
0.8886500000953674,0.8705000281333923
0.8903166651725769,0.8690999746322632
0.8919333219528198,0.8736000061035156
0.8944833278656006,0.8743000030517578
0.8954333066940308,0.870199978351593
0.8981999754905701,0.8744999766349792
0.8995333313941956,0.8725000023841858
0.8998666405677795,0.8740000128746033
0.9016166925430298,0.8752999901771545
0.9026666879653931,0.8715999722480774
0.9032999873161316,0.8726000189781189
0.9045500159263611,0.8733000159263611
0.9058166742324829,0.8762000203132629
0.9054666757583618,0.875
0.9065499901771545,0.8741999864578247
0.9075499773025513,0.8734999895095825
0.9076166749000549,0.8755000233650208
0.9092166423797607,0.8752999901771545
0.909583330154419,0.8755999803543091
0.9104499816894531,0.8754000067710876
0.9105666875839233,0.8744000196456909
0.9099833369255066,0.8755999803543091
0.9116500020027161,0.8733999729156494
0.9120333194732666,0.8741000294685364
0.9130833148956299,0.8730000257492065
0.9132999777793884,0.8716999888420105
0.9139833450317383,0.8748999834060669
0.9140666723251343,0.8759999871253967
0.9156166911125183,0.8758999705314636
0.9154499769210815,0.8751000165939331
0.9161499738693237,0.8741999864578247
0.9162833094596863,0.8719000220298767
0.9176166653633118,0.8718000054359436
0.9175666570663452,0.8755999803543091
0.9182999730110168,0.8740000128746033
0.9182166457176208,0.8734999895095825
0.9190999865531921,0.8754000067710876
0.9196166396141052,0.8723000288009644
0.9190166592597961,0.8759999871253967
0.9196500182151794,0.8730999827384949
0.9204333424568176,0.8730999827384949
0.9190333485603333,0.8748999834060669
0.9206666946411133,0.868399977684021
